OrderDate,OrderID,ProductID,CustomerID,SalesID,ShippedDate,ShipperName,UnitPrice,Quantity,Freight
8-Nov-1996,10349,PRD054,CST075,SLS007,15-Nov-1996,Speedy Express,5.90,24,8.63
11-Nov-1996,10350,PRD050,CST041,SLS006,3-Dec-1996,United Package,13.00,15,64.19
11-Nov-1996,10350,PRD069,CST041,SLS006,3-Dec-1996,United Package,28.80,18,64.19
11-Nov-1996,10351,PRD041,CST020,SLS001,20-Nov-1996,Speedy Express,7.70,13,162.33
11-Nov-1996,10351,PRD038,CST020,SLS001,20-Nov-1996,Speedy Express,210.80,20,162.33
11-Nov-1996,10351,PRD044,CST020,SLS001,20-Nov-1996,Speedy Express,15.50,77,162.33
11-Nov-1996,10351,PRD065,CST020,SLS001,20-Nov-1996,Speedy Express,16.80,10,162.33
12-Nov-1996,10352,PRD024,CST028,SLS003,18-Nov-1996,Federal Shipping,3.60,10,1.30
12-Nov-1996,10352,PRD054,CST028,SLS003,18-Nov-1996,Federal Shipping,5.90,20,1.30
13-Nov-1996,10353,PRD011,CST059,SLS007,25-Nov-1996,Federal Shipping,16.80,12,360.63
13-Nov-1996,10353,PRD038,CST059,SLS007,25-Nov-1996,Federal Shipping,210.80,50,360.63
14-Nov-1996,10354,PRD001,CST058,SLS008,20-Nov-1996,Federal Shipping,14.40,12,53.80
14-Nov-1996,10354,PRD029,CST058,SLS008,20-Nov-1996,Federal Shipping,99.00,4,53.80
15-Nov-1996,10355,PRD024,CST004,SLS006,20-Nov-1996,Speedy Express,3.60,25,41.95
15-Nov-1996,10355,PRD057,CST004,SLS006,20-Nov-1996,Speedy Express,15.60,25,41.95
18-Nov-1996,10356,PRD031,CST086,SLS006,27-Nov-1996,United Package,10.00,30,36.71
18-Nov-1996,10356,PRD055,CST086,SLS006,27-Nov-1996,United Package,19.20,12,36.71
18-Nov-1996,10356,PRD069,CST086,SLS006,27-Nov-1996,United Package,28.80,20,36.71
19-Nov-1996,10357,PRD026,CST046,SLS001,2-Dec-1996,Federal Shipping,24.90,16,34.88
19-Nov-1996,10357,PRD010,CST046,SLS001,2-Dec-1996,Federal Shipping,24.80,30,34.88
19-Nov-1996,10357,PRD060,CST046,SLS001,2-Dec-1996,Federal Shipping,27.20,8,34.88
20-Nov-1996,10358,PRD024,CST041,SLS005,27-Nov-1996,Speedy Express,3.60,10,19.64
20-Nov-1996,10358,PRD034,CST041,SLS005,27-Nov-1996,Speedy Express,11.20,10,19.64
20-Nov-1996,10358,PRD036,CST041,SLS005,27-Nov-1996,Speedy Express,15.20,20,19.64
21-Nov-1996,10359,PRD016,CST072,SLS005,26-Nov-1996,Federal Shipping,13.90,56,288.43
21-Nov-1996,10359,PRD031,CST072,SLS005,26-Nov-1996,Federal Shipping,10.00,70,288.43
21-Nov-1996,10359,PRD060,CST072,SLS005,26-Nov-1996,Federal Shipping,27.20,80,288.43
22-Nov-1996,10360,PRD028,CST007,SLS004,2-Dec-1996,Federal Shipping,36.40,30,131.70
22-Nov-1996,10360,PRD029,CST007,SLS004,2-Dec-1996,Federal Shipping,99.00,35,131.70
22-Nov-1996,10360,PRD038,CST007,SLS004,2-Dec-1996,Federal Shipping,210.80,10,131.70
22-Nov-1996,10360,PRD049,CST007,SLS004,2-Dec-1996,Federal Shipping,16.00,35,131.70
22-Nov-1996,10360,PRD054,CST007,SLS004,2-Dec-1996,Federal Shipping,5.90,28,131.70
22-Nov-1996,10361,PRD039,CST063,SLS001,3-Dec-1996,United Package,14.40,54,183.17
22-Nov-1996,10361,PRD060,CST063,SLS001,3-Dec-1996,United Package,27.20,55,183.17
25-Nov-1996,10362,PRD025,CST009,SLS003,28-Nov-1996,Speedy Express,11.20,50,96.04
25-Nov-1996,10362,PRD051,CST009,SLS003,28-Nov-1996,Speedy Express,42.40,20,96.04
25-Nov-1996,10362,PRD054,CST009,SLS003,28-Nov-1996,Speedy Express,5.90,24,96.04
26-Nov-1996,10363,PRD031,CST017,SLS004,4-Dec-1996,Federal Shipping,10.00,20,30.54
26-Nov-1996,10363,PRD075,CST017,SLS004,4-Dec-1996,Federal Shipping,6.20,12,30.54
26-Nov-1996,10363,PRD076,CST017,SLS004,4-Dec-1996,Federal Shipping,14.40,12,30.54
26-Nov-1996,10364,PRD069,CST019,SLS001,4-Dec-1996,Speedy Express,28.80,30,71.97
26-Nov-1996,10364,PRD071,CST019,SLS001,4-Dec-1996,Speedy Express,17.20,5,71.97
27-Nov-1996,10365,PRD011,CST003,SLS003,2-Dec-1996,United Package,16.80,24,22.00
28-Nov-1996,10366,PRD065,CST029,SLS008,30-Dec-1996,United Package,16.80,5,10.14
28-Nov-1996,10366,PRD077,CST029,SLS008,30-Dec-1996,United Package,10.40,5,10.14
28-Nov-1996,10367,PRD034,CST083,SLS007,2-Dec-1996,Federal Shipping,11.20,36,13.55
28-Nov-1996,10367,PRD054,CST083,SLS007,2-Dec-1996,Federal Shipping,5.90,18,13.55
28-Nov-1996,10367,PRD065,CST083,SLS007,2-Dec-1996,Federal Shipping,16.80,15,13.55
28-Nov-1996,10367,PRD077,CST083,SLS007,2-Dec-1996,Federal Shipping,10.40,7,13.55
29-Nov-1996,10368,PRD057,CST020,SLS002,2-Dec-1996,United Package,15.60,25,101.95
29-Nov-1996,10368,PRD021,CST020,SLS002,2-Dec-1996,United Package,8.00,5,101.95
29-Nov-1996,10368,PRD028,CST020,SLS002,2-Dec-1996,United Package,36.40,13,101.95
29-Nov-1996,10368,PRD064,CST020,SLS002,2-Dec-1996,United Package,26.60,35,101.95
2-Dec-1996,10369,PRD029,CST075,SLS008,9-Dec-1996,United Package,99.00,20,195.68
2-Dec-1996,10369,PRD056,CST075,SLS008,9-Dec-1996,United Package,30.40,18,195.68
3-Dec-1996,10370,PRD064,CST014,SLS006,27-Dec-1996,United Package,26.60,30,1.17
3-Dec-1996,10370,PRD001,CST014,SLS006,27-Dec-1996,United Package,14.40,15,1.17
3-Dec-1996,10370,PRD074,CST014,SLS006,27-Dec-1996,United Package,8.00,20,1.17
3-Dec-1996,10371,PRD036,CST041,SLS001,24-Dec-1996,Speedy Express,15.20,6,0.45
4-Dec-1996,10372,PRD020,CST062,SLS005,9-Dec-1996,United Package,64.80,12,890.78
4-Dec-1996,10372,PRD038,CST062,SLS005,9-Dec-1996,United Package,210.80,40,890.78
4-Dec-1996,10372,PRD060,CST062,SLS005,9-Dec-1996,United Package,27.20,70,890.78
4-Dec-1996,10372,PRD072,CST062,SLS005,9-Dec-1996,United Package,27.80,42,890.78
5-Dec-1996,10373,PRD058,CST037,SLS004,11-Dec-1996,Federal Shipping,10.60,80,124.12
5-Dec-1996,10373,PRD071,CST037,SLS004,11-Dec-1996,Federal Shipping,17.20,50,124.12
5-Dec-1996,10374,PRD031,CST091,SLS001,9-Dec-1996,Federal Shipping,10.00,30,3.94
5-Dec-1996,10374,PRD058,CST091,SLS001,9-Dec-1996,Federal Shipping,10.60,15,3.94
6-Dec-1996,10375,PRD014,CST036,SLS003,9-Dec-1996,United Package,18.60,15,20.12
6-Dec-1996,10375,PRD054,CST036,SLS003,9-Dec-1996,United Package,5.90,10,20.12
9-Dec-1996,10376,PRD031,CST051,SLS001,13-Dec-1996,United Package,10.00,42,20.39
9-Dec-1996,10377,PRD028,CST072,SLS001,13-Dec-1996,Federal Shipping,36.40,20,22.21
9-Dec-1996,10377,PRD039,CST072,SLS001,13-Dec-1996,Federal Shipping,14.40,20,22.21
10-Dec-1996,10378,PRD071,CST024,SLS005,19-Dec-1996,Federal Shipping,17.20,6,5.44
11-Dec-1996,10379,PRD041,CST061,SLS002,13-Dec-1996,Speedy Express,7.70,8,45.03
11-Dec-1996,10379,PRD063,CST061,SLS002,13-Dec-1996,Speedy Express,35.10,16,45.03
11-Dec-1996,10379,PRD065,CST061,SLS002,13-Dec-1996,Speedy Express,16.80,20,45.03
12-Dec-1996,10380,PRD070,CST037,SLS008,16-Jan-1997,Federal Shipping,12.00,30,35.03
12-Dec-1996,10380,PRD030,CST037,SLS008,16-Jan-1997,Federal Shipping,20.70,18,35.03
12-Dec-1996,10380,PRD053,CST037,SLS008,16-Jan-1997,Federal Shipping,26.20,20,35.03
12-Dec-1996,10380,PRD060,CST037,SLS008,16-Jan-1997,Federal Shipping,27.20,6,35.03
12-Dec-1996,10381,PRD074,CST046,SLS003,13-Dec-1996,Federal Shipping,8.00,14,7.99
13-Dec-1996,10382,PRD005,CST020,SLS004,16-Dec-1996,Speedy Express,17.00,32,94.77
13-Dec-1996,10382,PRD018,CST020,SLS004,16-Dec-1996,Speedy Express,50.00,9,94.77
13-Dec-1996,10382,PRD029,CST020,SLS004,16-Dec-1996,Speedy Express,99.00,14,94.77
13-Dec-1996,10382,PRD033,CST020,SLS004,16-Dec-1996,Speedy Express,2.00,60,94.77
13-Dec-1996,10382,PRD074,CST020,SLS004,16-Dec-1996,Speedy Express,8.00,50,94.77
16-Dec-1996,10383,PRD013,CST004,SLS008,18-Dec-1996,Federal Shipping,4.80,20,34.24
16-Dec-1996,10383,PRD050,CST004,SLS008,18-Dec-1996,Federal Shipping,13.00,15,34.24
16-Dec-1996,10383,PRD056,CST004,SLS008,18-Dec-1996,Federal Shipping,30.40,20,34.24
16-Dec-1996,10384,PRD020,CST005,SLS003,20-Dec-1996,Federal Shipping,64.80,28,168.64
16-Dec-1996,10384,PRD060,CST005,SLS003,20-Dec-1996,Federal Shipping,27.20,15,168.64
17-Dec-1996,10385,PRD007,CST075,SLS001,23-Dec-1996,United Package,24.00,10,30.96
17-Dec-1996,10385,PRD060,CST075,SLS001,23-Dec-1996,United Package,27.20,20,30.96
17-Dec-1996,10385,PRD068,CST075,SLS001,23-Dec-1996,United Package,10.00,8,30.96
18-Dec-1996,10386,PRD024,CST021,SLS009,25-Dec-1996,Federal Shipping,3.60,15,13.99
18-Dec-1996,10386,PRD034,CST021,SLS009,25-Dec-1996,Federal Shipping,11.20,10,13.99
18-Dec-1996,10387,PRD024,CST070,SLS001,20-Dec-1996,United Package,3.60,15,93.63
18-Dec-1996,10387,PRD028,CST070,SLS001,20-Dec-1996,United Package,36.40,6,93.63
18-Dec-1996,10387,PRD059,CST070,SLS001,20-Dec-1996,United Package,44.00,12,93.63
18-Dec-1996,10387,PRD071,CST070,SLS001,20-Dec-1996,United Package,17.20,15,93.63
19-Dec-1996,10388,PRD053,CST072,SLS002,20-Dec-1996,Speedy Express,26.20,40,34.86
19-Dec-1996,10388,PRD045,CST072,SLS002,20-Dec-1996,Speedy Express,7.60,15,34.86
19-Dec-1996,10388,PRD052,CST072,SLS002,20-Dec-1996,Speedy Express,5.60,20,34.86
20-Dec-1996,10389,PRD010,CST010,SLS004,24-Dec-1996,United Package,24.80,16,47.42
20-Dec-1996,10389,PRD055,CST010,SLS004,24-Dec-1996,United Package,19.20,15,47.42
20-Dec-1996,10389,PRD062,CST010,SLS004,24-Dec-1996,United Package,39.40,20,47.42
20-Dec-1996,10389,PRD070,CST010,SLS004,24-Dec-1996,United Package,12.00,30,47.42
23-Dec-1996,10390,PRD046,CST020,SLS006,26-Dec-1996,Speedy Express,9.60,45,126.38
23-Dec-1996,10390,PRD031,CST020,SLS006,26-Dec-1996,Speedy Express,10.00,60,126.38
23-Dec-1996,10390,PRD035,CST020,SLS006,26-Dec-1996,Speedy Express,14.40,40,126.38
23-Dec-1996,10390,PRD072,CST020,SLS006,26-Dec-1996,Speedy Express,27.80,24,126.38
23-Dec-1996,10391,PRD013,CST017,SLS003,31-Dec-1996,Federal Shipping,4.80,18,5.45
24-Dec-1996,10392,PRD069,CST059,SLS002,1-Jan-1997,Federal Shipping,28.80,50,122.46
25-Dec-1996,10393,PRD031,CST071,SLS001,3-Jan-1997,Federal Shipping,10.00,32,126.56
25-Dec-1996,10393,PRD002,CST071,SLS001,3-Jan-1997,Federal Shipping,15.20,25,126.56
25-Dec-1996,10393,PRD014,CST071,SLS001,3-Jan-1997,Federal Shipping,18.60,42,126.56
25-Dec-1996,10393,PRD025,CST071,SLS001,3-Jan-1997,Federal Shipping,11.20,7,126.56
25-Dec-1996,10393,PRD026,CST071,SLS001,3-Jan-1997,Federal Shipping,24.90,70,126.56
25-Dec-1996,10394,PRD013,CST036,SLS001,3-Jan-1997,Federal Shipping,4.80,10,30.34
25-Dec-1996,10394,PRD062,CST036,SLS001,3-Jan-1997,Federal Shipping,39.40,10,30.34
26-Dec-1996,10395,PRD069,CST035,SLS006,3-Jan-1997,Speedy Express,28.80,8,184.41
26-Dec-1996,10395,PRD046,CST035,SLS006,3-Jan-1997,Speedy Express,9.60,28,184.41
26-Dec-1996,10395,PRD053,CST035,SLS006,3-Jan-1997,Speedy Express,26.20,70,184.41
27-Dec-1996,10396,PRD023,CST025,SLS001,6-Jan-1997,Federal Shipping,7.20,40,135.35
27-Dec-1996,10396,PRD071,CST025,SLS001,6-Jan-1997,Federal Shipping,17.20,60,135.35
27-Dec-1996,10396,PRD072,CST025,SLS001,6-Jan-1997,Federal Shipping,27.80,21,135.35
27-Dec-1996,10397,PRD021,CST060,SLS005,2-Jan-1997,Speedy Express,8.00,10,60.26
27-Dec-1996,10397,PRD051,CST060,SLS005,2-Jan-1997,Speedy Express,42.40,18,60.26
30-Dec-1996,10398,PRD035,CST071,SLS002,9-Jan-1997,Federal Shipping,14.40,30,89.16
30-Dec-1996,10398,PRD055,CST071,SLS002,9-Jan-1997,Federal Shipping,19.20,120,89.16
31-Dec-1996,10399,PRD068,CST083,SLS008,8-Jan-1997,Federal Shipping,10.00,60,27.36
31-Dec-1996,10399,PRD071,CST083,SLS008,8-Jan-1997,Federal Shipping,17.20,30,27.36
31-Dec-1996,10399,PRD076,CST083,SLS008,8-Jan-1997,Federal Shipping,14.40,35,27.36
31-Dec-1996,10399,PRD077,CST083,SLS008,8-Jan-1997,Federal Shipping,10.40,14,27.36
1-Jan-1997,10400,PRD029,CST019,SLS001,16-Jan-1997,Federal Shipping,99.00,21,83.93
1-Jan-1997,10400,PRD035,CST019,SLS001,16-Jan-1997,Federal Shipping,14.40,35,83.93
1-Jan-1997,10400,PRD049,CST019,SLS001,16-Jan-1997,Federal Shipping,16.00,30,83.93
1-Jan-1997,10401,PRD030,CST065,SLS001,10-Jan-1997,Speedy Express,20.70,18,12.51
1-Jan-1997,10401,PRD056,CST065,SLS001,10-Jan-1997,Speedy Express,30.40,70,12.51
1-Jan-1997,10401,PRD065,CST065,SLS001,10-Jan-1997,Speedy Express,16.80,20,12.51
1-Jan-1997,10401,PRD071,CST065,SLS001,10-Jan-1997,Speedy Express,17.20,60,12.51
2-Jan-1997,10402,PRD023,CST020,SLS008,10-Jan-1997,United Package,7.20,60,67.88
2-Jan-1997,10402,PRD063,CST020,SLS008,10-Jan-1997,United Package,35.10,65,67.88
3-Jan-1997,10403,PRD016,CST020,SLS004,9-Jan-1997,Federal Shipping,13.90,21,73.79
3-Jan-1997,10403,PRD048,CST020,SLS004,9-Jan-1997,Federal Shipping,10.20,70,73.79
3-Jan-1997,10404,PRD026,CST049,SLS002,8-Jan-1997,Speedy Express,24.90,30,155.97
3-Jan-1997,10404,PRD042,CST049,SLS002,8-Jan-1997,Speedy Express,11.20,40,155.97
3-Jan-1997,10404,PRD049,CST049,SLS002,8-Jan-1997,Speedy Express,16.00,30,155.97
6-Jan-1997,10405,PRD003,CST047,SLS001,22-Jan-1997,Speedy Express,8.00,50,34.82
7-Jan-1997,10406,PRD001,CST062,SLS007,13-Jan-1997,Speedy Express,14.40,10,108.04
7-Jan-1997,10406,PRD021,CST062,SLS007,13-Jan-1997,Speedy Express,8.00,30,108.04
7-Jan-1997,10406,PRD028,CST062,SLS007,13-Jan-1997,Speedy Express,36.40,42,108.04
7-Jan-1997,10406,PRD036,CST062,SLS007,13-Jan-1997,Speedy Express,15.20,5,108.04
7-Jan-1997,10406,PRD040,CST062,SLS007,13-Jan-1997,Speedy Express,14.70,2,108.04
7-Jan-1997,10407,PRD011,CST056,SLS002,30-Jan-1997,United Package,16.80,30,91.48
7-Jan-1997,10407,PRD069,CST056,SLS002,30-Jan-1997,United Package,28.80,15,91.48
7-Jan-1997,10407,PRD071,CST056,SLS002,30-Jan-1997,United Package,17.20,15,91.48
8-Jan-1997,10408,PRD037,CST023,SLS008,14-Jan-1997,Speedy Express,20.80,10,11.26
8-Jan-1997,10408,PRD054,CST023,SLS008,14-Jan-1997,Speedy Express,5.90,6,11.26
8-Jan-1997,10408,PRD062,CST023,SLS008,14-Jan-1997,Speedy Express,39.40,35,11.26
9-Jan-1997,10409,PRD014,CST054,SLS003,14-Jan-1997,Speedy Express,18.60,12,29.83
9-Jan-1997,10409,PRD021,CST054,SLS003,14-Jan-1997,Speedy Express,8.00,12,29.83
10-Jan-1997,10410,PRD033,CST010,SLS003,15-Jan-1997,Federal Shipping,2.00,49,2.40
10-Jan-1997,10410,PRD059,CST010,SLS003,15-Jan-1997,Federal Shipping,44.00,16,2.40
10-Jan-1997,10411,PRD041,CST010,SLS009,21-Jan-1997,Federal Shipping,7.70,25,23.65
10-Jan-1997,10411,PRD044,CST010,SLS009,21-Jan-1997,Federal Shipping,15.50,40,23.65
10-Jan-1997,10411,PRD059,CST010,SLS009,21-Jan-1997,Federal Shipping,44.00,9,23.65
13-Jan-1997,10412,PRD014,CST087,SLS008,15-Jan-1997,United Package,18.60,20,3.77
14-Jan-1997,10413,PRD001,CST041,SLS003,16-Jan-1997,United Package,14.40,24,95.66
14-Jan-1997,10413,PRD062,CST041,SLS003,16-Jan-1997,United Package,39.40,40,95.66
14-Jan-1997,10413,PRD076,CST041,SLS003,16-Jan-1997,United Package,14.40,14,95.66
14-Jan-1997,10414,PRD033,CST021,SLS002,17-Jan-1997,Federal Shipping,2.00,50,21.48
14-Jan-1997,10414,PRD019,CST021,SLS002,17-Jan-1997,Federal Shipping,7.30,18,21.48
15-Jan-1997,10415,PRD017,CST036,SLS003,24-Jan-1997,Speedy Express,31.20,2,0.20
15-Jan-1997,10415,PRD033,CST036,SLS003,24-Jan-1997,Speedy Express,2.00,20,0.20
16-Jan-1997,10416,PRD019,CST087,SLS008,27-Jan-1997,Federal Shipping,7.30,20,22.72
16-Jan-1997,10416,PRD053,CST087,SLS008,27-Jan-1997,Federal Shipping,26.20,10,22.72
16-Jan-1997,10416,PRD057,CST087,SLS008,27-Jan-1997,Federal Shipping,15.60,20,22.72
16-Jan-1997,10417,PRD038,CST073,SLS004,28-Jan-1997,Federal Shipping,210.80,50,70.29
16-Jan-1997,10417,PRD077,CST073,SLS004,28-Jan-1997,Federal Shipping,10.40,35,70.29
16-Jan-1997,10417,PRD046,CST073,SLS004,28-Jan-1997,Federal Shipping,9.60,2,70.29
16-Jan-1997,10417,PRD068,CST073,SLS004,28-Jan-1997,Federal Shipping,10.00,36,70.29
17-Jan-1997,10418,PRD002,CST063,SLS004,24-Jan-1997,Speedy Express,15.20,60,17.55
17-Jan-1997,10418,PRD047,CST063,SLS004,24-Jan-1997,Speedy Express,7.60,55,17.55
17-Jan-1997,10418,PRD061,CST063,SLS004,24-Jan-1997,Speedy Express,22.80,16,17.55
17-Jan-1997,10418,PRD074,CST063,SLS004,24-Jan-1997,Speedy Express,8.00,15,17.55
20-Jan-1997,10419,PRD060,CST068,SLS004,30-Jan-1997,United Package,27.20,60,137.35
20-Jan-1997,10419,PRD069,CST068,SLS004,30-Jan-1997,United Package,28.80,20,137.35
21-Jan-1997,10420,PRD009,CST088,SLS003,27-Jan-1997,Speedy Express,77.60,20,44.12
21-Jan-1997,10420,PRD013,CST088,SLS003,27-Jan-1997,Speedy Express,4.80,2,44.12
21-Jan-1997,10420,PRD070,CST088,SLS003,27-Jan-1997,Speedy Express,12.00,8,44.12
21-Jan-1997,10420,PRD073,CST088,SLS003,27-Jan-1997,Speedy Express,12.00,20,44.12
21-Jan-1997,10421,PRD026,CST061,SLS008,27-Jan-1997,Speedy Express,24.90,30,99.23
21-Jan-1997,10421,PRD019,CST061,SLS008,27-Jan-1997,Speedy Express,7.30,4,99.23
21-Jan-1997,10421,PRD053,CST061,SLS008,27-Jan-1997,Speedy Express,26.20,15,99.23
21-Jan-1997,10421,PRD077,CST061,SLS008,27-Jan-1997,Speedy Express,10.40,10,99.23
22-Jan-1997,10422,PRD026,CST027,SLS002,31-Jan-1997,Speedy Express,24.90,2,3.02
23-Jan-1997,10423,PRD031,CST031,SLS006,24-Feb-1997,Federal Shipping,10.00,14,24.50
23-Jan-1997,10423,PRD059,CST031,SLS006,24-Feb-1997,Federal Shipping,44.00,20,24.50
23-Jan-1997,10424,PRD035,CST051,SLS007,27-Jan-1997,United Package,14.40,60,370.61
23-Jan-1997,10424,PRD038,CST051,SLS007,27-Jan-1997,United Package,210.80,49,370.61
23-Jan-1997,10424,PRD068,CST051,SLS007,27-Jan-1997,United Package,10.00,30,370.61
24-Jan-1997,10425,PRD055,CST041,SLS006,14-Feb-1997,United Package,19.20,10,7.93
24-Jan-1997,10425,PRD076,CST041,SLS006,14-Feb-1997,United Package,14.40,20,7.93
27-Jan-1997,10426,PRD056,CST029,SLS004,6-Feb-1997,Speedy Express,30.40,5,18.69
27-Jan-1997,10426,PRD064,CST029,SLS004,6-Feb-1997,Speedy Express,26.60,7,18.69
27-Jan-1997,10427,PRD014,CST059,SLS004,3-Mar-1997,United Package,18.60,35,31.29
28-Jan-1997,10428,PRD046,CST066,SLS007,4-Feb-1997,Speedy Express,9.60,20,11.09
29-Jan-1997,10429,PRD050,CST037,SLS003,7-Feb-1997,United Package,13.00,40,56.63
29-Jan-1997,10429,PRD063,CST037,SLS003,7-Feb-1997,United Package,35.10,35,56.63
30-Jan-1997,10430,PRD021,CST020,SLS004,3-Feb-1997,Speedy Express,8.00,50,458.78
30-Jan-1997,10430,PRD056,CST020,SLS004,3-Feb-1997,Speedy Express,30.40,30,458.78
30-Jan-1997,10430,PRD017,CST020,SLS004,3-Feb-1997,Speedy Express,31.20,45,458.78
30-Jan-1997,10430,PRD059,CST020,SLS004,3-Feb-1997,Speedy Express,44.00,70,458.78
30-Jan-1997,10431,PRD017,CST010,SLS004,7-Feb-1997,United Package,31.20,50,44.17
30-Jan-1997,10431,PRD040,CST010,SLS004,7-Feb-1997,United Package,14.70,50,44.17
30-Jan-1997,10431,PRD047,CST010,SLS004,7-Feb-1997,United Package,7.60,30,44.17
31-Jan-1997,10432,PRD026,CST075,SLS003,7-Feb-1997,United Package,24.90,10,4.34
31-Jan-1997,10432,PRD054,CST075,SLS003,7-Feb-1997,United Package,5.90,40,4.34
3-Feb-1997,10433,PRD056,CST060,SLS003,4-Mar-1997,Federal Shipping,30.40,28,73.83
3-Feb-1997,10434,PRD011,CST024,SLS003,13-Feb-1997,United Package,16.80,6,17.92
3-Feb-1997,10434,PRD076,CST024,SLS003,13-Feb-1997,United Package,14.40,18,17.92
4-Feb-1997,10435,PRD002,CST016,SLS008,7-Feb-1997,United Package,15.20,10,9.21
4-Feb-1997,10435,PRD022,CST016,SLS008,7-Feb-1997,United Package,16.80,12,9.21
4-Feb-1997,10435,PRD072,CST016,SLS008,7-Feb-1997,United Package,27.80,10,9.21
5-Feb-1997,10436,PRD046,CST007,SLS003,11-Feb-1997,United Package,9.60,5,156.66
5-Feb-1997,10436,PRD056,CST007,SLS003,11-Feb-1997,United Package,30.40,40,156.66
5-Feb-1997,10436,PRD064,CST007,SLS003,11-Feb-1997,United Package,26.60,30,156.66
5-Feb-1997,10436,PRD075,CST007,SLS003,11-Feb-1997,United Package,6.20,24,156.66
5-Feb-1997,10437,PRD053,CST087,SLS008,12-Feb-1997,Speedy Express,26.20,15,19.97
6-Feb-1997,10438,PRD019,CST079,SLS003,14-Feb-1997,United Package,7.30,15,8.24
6-Feb-1997,10438,PRD034,CST079,SLS003,14-Feb-1997,United Package,11.20,20,8.24
6-Feb-1997,10438,PRD057,CST079,SLS003,14-Feb-1997,United Package,15.60,15,8.24
7-Feb-1997,10439,PRD012,CST051,SLS006,10-Feb-1997,Federal Shipping,30.40,15,4.07
7-Feb-1997,10439,PRD016,CST051,SLS006,10-Feb-1997,Federal Shipping,13.90,16,4.07
7-Feb-1997,10439,PRD064,CST051,SLS006,10-Feb-1997,Federal Shipping,26.60,6,4.07
7-Feb-1997,10439,PRD074,CST051,SLS006,10-Feb-1997,Federal Shipping,8.00,30,4.07
10-Feb-1997,10440,PRD002,CST071,SLS004,28-Feb-1997,United Package,15.20,45,86.53
10-Feb-1997,10440,PRD016,CST071,SLS004,28-Feb-1997,United Package,13.90,49,86.53
10-Feb-1997,10440,PRD029,CST071,SLS004,28-Feb-1997,United Package,99.00,24,86.53
10-Feb-1997,10440,PRD061,CST071,SLS004,28-Feb-1997,United Package,22.80,90,86.53
10-Feb-1997,10441,PRD027,CST055,SLS003,14-Mar-1997,United Package,35.10,50,73.02
11-Feb-1997,10442,PRD011,CST020,SLS003,18-Feb-1997,United Package,16.80,30,47.94
11-Feb-1997,10442,PRD054,CST020,SLS003,18-Feb-1997,United Package,5.90,80,47.94
11-Feb-1997,10442,PRD066,CST020,SLS003,18-Feb-1997,United Package,13.60,60,47.94
12-Feb-1997,10443,PRD028,CST066,SLS008,14-Feb-1997,Speedy Express,36.40,12,13.95
12-Feb-1997,10443,PRD011,CST066,SLS008,14-Feb-1997,Speedy Express,16.80,6,13.95
12-Feb-1997,10444,PRD017,CST005,SLS003,21-Feb-1997,Federal Shipping,31.20,10,3.50
12-Feb-1997,10444,PRD026,CST005,SLS003,21-Feb-1997,Federal Shipping,24.90,15,3.50
12-Feb-1997,10444,PRD035,CST005,SLS003,21-Feb-1997,Federal Shipping,14.40,8,3.50
12-Feb-1997,10444,PRD041,CST005,SLS003,21-Feb-1997,Federal Shipping,7.70,30,3.50
13-Feb-1997,10445,PRD039,CST005,SLS003,20-Feb-1997,Speedy Express,14.40,6,9.30
13-Feb-1997,10445,PRD054,CST005,SLS003,20-Feb-1997,Speedy Express,5.90,15,9.30
14-Feb-1997,10446,PRD019,CST079,SLS006,19-Feb-1997,Speedy Express,7.30,12,14.68
14-Feb-1997,10446,PRD024,CST079,SLS006,19-Feb-1997,Speedy Express,3.60,20,14.68
14-Feb-1997,10446,PRD031,CST079,SLS006,19-Feb-1997,Speedy Express,10.00,3,14.68
14-Feb-1997,10446,PRD052,CST079,SLS006,19-Feb-1997,Speedy Express,5.60,15,14.68
14-Feb-1997,10447,PRD019,CST067,SLS004,7-Mar-1997,United Package,7.30,40,68.66
14-Feb-1997,10447,PRD065,CST067,SLS004,7-Mar-1997,United Package,16.80,35,68.66
14-Feb-1997,10447,PRD071,CST067,SLS004,7-Mar-1997,United Package,17.20,2,68.66
17-Feb-1997,10448,PRD026,CST064,SLS004,24-Feb-1997,United Package,24.90,6,38.82
17-Feb-1997,10448,PRD040,CST064,SLS004,24-Feb-1997,United Package,14.70,20,38.82
18-Feb-1997,10449,PRD010,CST007,SLS003,27-Feb-1997,United Package,24.80,14,53.30
18-Feb-1997,10449,PRD052,CST007,SLS003,27-Feb-1997,United Package,5.60,20,53.30
18-Feb-1997,10449,PRD062,CST007,SLS003,27-Feb-1997,United Package,39.40,35,53.30
19-Feb-1997,10450,PRD010,CST084,SLS008,11-Mar-1997,United Package,24.80,20,7.23
19-Feb-1997,10450,PRD054,CST084,SLS008,11-Mar-1997,United Package,5.90,6,7.23
19-Feb-1997,10451,PRD055,CST063,SLS004,12-Mar-1997,Federal Shipping,19.20,120,189.09
19-Feb-1997,10451,PRD064,CST063,SLS004,12-Mar-1997,Federal Shipping,26.60,35,189.09
19-Feb-1997,10451,PRD065,CST063,SLS004,12-Mar-1997,Federal Shipping,16.80,28,189.09
19-Feb-1997,10451,PRD077,CST063,SLS004,12-Mar-1997,Federal Shipping,10.40,55,189.09
